braking_phase_duration,concentric_rfd,concentric_rfd_100ms,countermovement_depth,eccentric_mean_power_bm,eccentric_peak_force_bm,force_at_zero_velocity,jump_height_flight_time,peak_power_bm,positive_impulse,total_work,player_id
0.144999999999878,6403.17789509697,-13015.0000000081,-17.4691164526846,4.76269189377896,40.3771649633489,2809.76953969725,35.3300093445176,73.1663333333333,498.02944779834303,550.886989350929,-1190218
0.207599999999672,2905.93927126094,-630.000000002037,-23.1542298073471,6.31140621739406,27.4833368902594,1951.39175257732,32.1420799068944,56.942,517.478062796552,648.813869765049,-1189980
0.262333333333456,2513.37888690702,-926.666666665494,-27.4900745406496,6.195803117131,28.3681284669732,2309.44933849629,43.2584407033882,65.2495,669.263320956862,886.14059827313,-1189239
0.288400000000238,3571.06060605877,490.000000000492,-29.5140874844673,5.31228049445228,24.7406266354335,2256.09774288518,39.1397130810693,56.3632,728.742522673374,973.73808378444,-1188759
0.279428571428431,2736.7410367429,282.857142857391,-25.7653739134649,5.84418239698598,26.0234767665932,1956.96545284781,36.1123581974515,61.1857142857143,547.234369010646,725.933485768859,-1188400
0.259999999999936,947.854987812938,-320.000000000476,-26.7451799453218,6.50318194197426,26.3619691695285,1558.78323699422,35.2716597770643,73.3648333333333,496.332371519526,741.103795939455,-1186551
0.202400000000099,15561.5643274782,-3249.99999999889,-17.5338271582963,4.66133362219861,30.7760426047794,2340.21027966742,34.4870460550352,64.6418,549.329921196087,630.648412283152,-1185260
0.211333333333421,1895.83333333288,-2628.33333333131,-23.8335199564697,5.71153542229408,28.3537909297528,1936.6980721393,26.959052904611,47.1433333333333,449.565761865797,571.404654540291,-1185096
0.235200000000054,2977.91375291258,-1774.0000000002,-24.2846820303748,5.48326744384445,29.0194514856961,1872.91539888683,38.613390175526,58.7914,449.720085747102,620.88515798430706,-1185073
0.232799999999979,3651.04395604403,-1974.00000000023,-26.8865014747734,5.90037196879315,30.4390643077648,1960.88452270621,37.0312833309976,62.5378,523.353355084036,685.308519771897,-1184610
0.210666666666798,2712.84887828898,-2846.66666666496,-23.1925401175766,6.54926331175698,31.6244623051468,2184.61785603954,35.6842745758808,67.5158333333333,549.613769262949,682.960500738887,-1184609
0.206399999999966,741.403508772168,-1472.00000000045,-25.7805374103037,6.44559740722256,27.4591457624468,1557.82539388323,30.9942115244762,48.95,397.455018281598,499.158793621407,-1184602
